Date,Time,O3,CO,C6H6,SO2,NO2,NOx(GT),Pb,PM(2.5),PM(10),RH,AH,T
02/05/2007,22:00:00,1045,-200,10.2,858,118,171,2.3,1607,985,42.6,0.9485,19.4
02/05/2007,23:00:00,929,-200,8.3,923,121,153,2,1548,910,44.1,0.9660,19.1
03/05/2007,00:00:00,825,-200,7.1,903,94,97,1.6,1534,861,49.3,1.0086,18.0
03/05/2007,01:00:00,545,-200,3.0,1169,52,37,0.8,1414,654,54.6,1.0918,17.6
03/05/2007,02:00:00,500,-200,2.2,1228,39,26,0.6,1397,598,62.1,1.1493,16.4
03/05/2007,03:00:00,494,-200,1.7,1284,-200,-200,0.4,1385,564,65.3,1.1484,15.6
03/05/2007,04:00:00,505,-200,1.5,1256,33,25,-200,1351,547,61.4,1.1043,16.0
03/05/2007,05:00:00,717,-200,3.7,1067,57,61,0.7,1516,697,64.3,1.1416,15.8
03/05/2007,06:00:00,1126,-200,8.2,815,80,152,1.3,1687,906,65.8,1.1844,16.0
03/05/2007,07:00:00,1597,-200,21.1,577,101,283,3.4,2193,1328,62.5,1.1869,16.8
03/05/2007,08:00:00,1687,-200,26.5,518,109,320,4.7,2400,1466,66.1,1.2613,16.9
03/05/2007,09:00:00,1529,-200,17.4,597,109,318,3.4,2054,1222,68.9,1.3557,17.4
03/05/2007,10:00:00,1366,-200,12.9,742,111,201,2.5,1755,1080,45.0,1.1291,21.4
03/05/2007,11:00:00,1074,-200,10.9,858,102,135,2,1623,1010,30.7,0.9002,23.9
03/05/2007,12:00:00,940,-200,11.0,886,96,127,1.9,1584,1013,25.2,0.8721,26.8
03/05/2007,13:00:00,921,-200,10.8,911,90,102,1.7,1561,1008,23.6,0.8983,28.4
03/05/2007,14:00:00,695,-200,10.0,947,69,74,1.4,1496,977,20.1,0.8539,30.3
03/05/2007,15:00:00,795,-200,11.2,896,74,81,1.5,1580,1023,19.7,0.8649,30.9
03/05/2007,16:00:00,1079,-200,16.8,790,102,129,2.4,1744,1204,20.5,0.8672,30.2
03/05/2007,17:00:00,1473,-200,23.6,630,128,190,3.9,2149,1392,34.6,1.1724,26.4
03/05/2007,18:00:00,1493,-200,23.3,623,130,192,4.2,2084,1385,39.4,1.2268,24.9
03/05/2007,19:00:00,1308,-200,19.4,660,120,163,3.7,2009,1279,43.7,1.2484,23.5
03/05/2007,20:00:00,1189,-200,13.1,692,113,149,3.2,1903,1086,63.1,1.4028,19.3
03/05/2007,21:00:00,1076,-200,9.8,777,100,119,2,1771,970,64.6,1.3836,18.7
03/05/2007,22:00:00,806,-200,5.3,967,70,61,1.1,1566,780,57.1,1.2806,19.5
03/05/2007,23:00:00,973,-200,6.7,872,83,84,1.5,1653,842,62.5,1.3521,18.9
04/05/2007,00:00:00,929,-200,5.5,936,81,79,1.3,1620,789,65.8,1.3802,18.4
04/05/2007,01:00:00,778,-200,3.7,1038,69,58,1,1588,692,79.2,1.4681,16.4
04/05/2007,02:00:00,633,-200,2.2,1189,48,32,0.6,1517,599,80.0,1.4562,16.1
04/05/2007,03:00:00,497,-200,1.5,1308,-200,-200,0.4,1471,545,81.0,1.4302,15.6
04/05/2007,04:00:00,458,-200,1.5,1335,28,21,-200,1465,546,81.0,1.4216,15.6
04/05/2007,05:00:00,579,-200,2.9,1117,47,49,0.6,1552,646,80.5,1.4236,15.7
04/05/2007,06:00:00,1003,-200,9.9,780,88,180,1.9,1912,976,80.8,1.4602,16.0
04/05/2007,07:00:00,1393,-200,23.0,552,109,302,4.5,2306,1379,78.0,1.4572,16.6
04/05/2007,08:00:00,1406,-200,22.3,556,113,258,4.3,2248,1358,79.2,1.4398,16.1
04/05/2007,09:00:00,1308,-200,16.2,649,104,192,3.2,1973,1186,70.8,1.4171,17.7
04/05/2007,10:00:00,863,-200,7.9,898,65,84,1.3,1657,895,54.8,1.2867,20.3
04/05/2007,11:00:00,1004,-200,12.4,753,87,128,2.2,1825,1062,49.3,1.2271,21.2
04/05/2007,12:00:00,1023,-200,13.6,725,99,145,2.6,1860,1104,47.9,1.2178,21.5
04/05/2007,13:00:00,978,-200,12.3,772,100,132,2.3,1784,1059,47.7,1.2047,21.4
04/05/2007,14:00:00,979,-200,12.1,753,105,136,2.4,1814,1053,54.0,1.2757,20.4
04/05/2007,15:00:00,971,-200,12.9,753,97,140,2.6,1851,1082,57.1,1.3158,19.9
04/05/2007,16:00:00,617,-200,6.3,971,54,55,1.2,1565,828,55.2,1.2701,19.9
04/05/2007,17:00:00,717,-200,10.6,836,59,67,1.6,1764,1001,55.7,1.2512,19.5
04/05/2007,18:00:00,1220,-200,20.6,612,109,191,3.9,2120,1313,62.8,1.3127,18.3
04/05/2007,19:00:00,1296,-200,22.1,602,125,227,4.7,2185,1353,68.3,1.3289,17.2
04/05/2007,20:00:00,1413,-200,20.8,591,132,264,5.4,2166,1319,75.2,1.3654,16.1
04/05/2007,21:00:00,1093,-200,11.8,766,110,196,3,1840,1042,70.8,1.3253,16.6
04/05/2007,22:00:00,586,-200,4.3,1096,53,43,0.9,1475,729,56.0,1.1810,18.5
04/05/2007,23:00:00,575,-200,5.0,1054,61,58,1.1,1543,765,59.5,1.1667,17.3
05/05/2007,00:00:00,441,-200,2.3,1282,41,33,0.7,1370,608,52.3,1.1121,18.6
05/05/2007,01:00:00,358,-200,1.4,1480,22,14,0.5,1294,534,49.8,1.0831,19.0
05/05/2007,02:00:00,377,-200,1.5,1450,28,18,0.5,1360,541,64.5,1.1400,15.7
05/05/2007,03:00:00,437,-200,1.8,1327,-200,-200,0.5,1399,565,66.9,1.1691,15.5
05/05/2007,04:00:00,468,-200,2.1,1267,41,28,-200,1439,589,74.1,1.2302,14.7
05/05/2007,05:00:00,580,-200,3.5,1109,54,56,0.8,1526,682,77.1,1.2727,14.6
05/05/2007,06:00:00,805,-200,6.9,912,81,108,1.3,1673,851,78.3,1.2851,14.5
05/05/2007,07:00:00,1273,-200,19.1,630,107,251,3.5,2163,1271,76.8,1.3061,15.1
05/05/2007,08:00:00,1452,-200,22.0,571,-200,-200,-200,2264,1350,70.8,1.3088,16.4
05/05/2007,09:00:00,1307,-200,18.9,620,124,255,3.9,2143,1265,72.4,1.3379,16.4
05/05/2007,10:00:00,1102,-200,13.0,737,123,214,2.9,1876,1085,68.6,1.2657,16.3
05/05/2007,11:00:00,1083,-200,13.0,735,120,190,2.6,1887,1083,62.9,1.2228,17.2
05/05/2007,12:00:00,1083,-200,14.5,709,113,182,3,1920,1134,61.1,1.2060,17.4
05/05/2007,13:00:00,1236,-200,19.7,618,114,202,3.7,2116,1288,66.8,1.2691,16.8
05/05/2007,14:00:00,1223,-200,19.4,631,120,224,3.9,2049,1279,62.6,1.2260,17.3
05/05/2007,15:00:00,1175,-200,16.4,684,125,221,3.5,1945,1193,60.8,1.2029,17.5
05/05/2007,16:00:00,933,-200,11.2,824,88,126,2.4,1740,1022,59.2,1.1725,17.5
05/05/2007,17:00:00,835,-200,10.0,857,72,79,1.6,1682,978,56.9,1.1392,17.7
05/05/2007,18:00:00,1291,-200,14.6,717,103,137,3,1870,1136,61.5,1.1873,17.1
05/05/2007,19:00:00,802,-200,8.5,881,67,68,1.6,1661,918,63.9,1.2667,17.5
05/05/2007,20:00:00,842,-200,9.2,850,79,96,2.1,1733,949,70.7,1.2672,15.9
05/05/2007,21:00:00,744,-200,6.9,918,89,111,1.8,1637,854,75.1,1.2799,15.1
05/05/2007,22:00:00,500,-200,3.7,1130,67,56,1.1,1438,695,72.5,1.1502,13.9
05/05/2007,23:00:00,560,-200,4.9,1059,83,81,1.5,1518,760,79.8,1.1175,12.0
06/05/2007,00:00:00,589,-200,4.6,1085,76,79,1.4,1468,741,75.8,1.0938,12.5
06/05/2007,01:00:00,488,-200,3.4,1201,58,46,0.9,1416,674,75.0,1.0499,12.0
06/05/2007,02:00:00,387,-200,1.2,1534,30,19,0.5,1310,523,72.2,1.0503,12.6
06/05/2007,03:00:00,355,-200,1.0,1635,-200,-200,0.4,1292,502,71.6,1.0486,12.7
06/05/2007,04:00:00,351,-200,1.2,1625,22,15,-200,1294,517,67.1,1.0079,13.1
06/05/2007,05:00:00,420,-200,2.3,1366,50,48,0.6,1357,604,64.6,0.9774,13.2
06/05/2007,06:00:00,695,-200,6.1,1048,92,128,1.3,1546,817,65.6,0.9815,13.1
06/05/2007,07:00:00,1139,-200,16.8,729,101,193,2.9,1984,1205,58.5,0.9688,14.7
06/05/2007,08:00:00,1315,-200,20.3,652,121,203,3.6,2029,1304,53.1,0.9529,15.9
06/05/2007,09:00:00,1217,-200,16.4,705,130,220,3.4,1836,1191,46.1,0.9388,17.9
06/05/2007,10:00:00,1014,-200,12.5,789,114,161,2.5,1692,1066,37.7,0.8833,20.2
06/05/2007,11:00:00,884,-200,9.8,869,100,135,2.1,1624,970,42.8,0.9026,18.5
06/05/2007,12:00:00,524,-200,5.2,1035,56,57,1.1,1450,772,64.3,0.9586,13.0
06/05/2007,13:00:00,644,-200,8.9,874,75,91,1.8,1581,937,54.5,0.9309,15.1
06/05/2007,14:00:00,1032,-200,14.1,733,121,219,3,1831,1119,65.5,1.0184,13.6
06/05/2007,15:00:00,1038,-200,12.7,741,128,239,3.1,1816,1074,78.3,1.1154,12.3
06/05/2007,16:00:00,1077,-200,14.6,730,139,209,3.6,1869,1136,74.2,1.0863,12.7
06/05/2007,17:00:00,983,-200,12.4,804,122,169,3.3,1728,1063,64.2,1.0490,14.4
06/05/2007,18:00:00,834,-200,9.4,892,92,92,1.8,1626,954,58.3,1.0266,15.6
06/05/2007,19:00:00,949,-200,11.0,824,97,107,2.1,1722,1015,61.4,1.0385,15.0
06/05/2007,20:00:00,941,-200,8.9,870,98,122,2.2,1605,935,65.8,1.0254,13.7
06/05/2007,21:00:00,756,-200,6.6,973,93,100,1.6,1497,841,66.4,0.9440,12.3
06/05/2007,22:00:00,655,-200,3.9,1133,65,51,0.9,1422,705,58.8,1.0215,15.4
06/05/2007,23:00:00,805,-200,7.3,938,81,93,1.8,1586,871,64.9,1.0405,14.1
07/05/2007,00:00:00,970,-200,8.2,879,102,145,2.3,1579,907,64.7,1.0168,13.8
07/05/2007,01:00:00,969,-200,7.5,896,91,106,2,1568,878,67.8,1.0420,13.5
07/05/2007,02:00:00,671,-200,3.3,1160,56,46,0.9,1427,669,69.4,1.0794,13.7
07/05/2007,03:00:00,575,-200,2.4,1227,-200,-200,0.6,1384,616,67.7,1.0712,13.9
07/05/2007,04:00:00,535,-200,2.2,1269,41,32,-200,1386,602,67.8,1.0787,14.0
07/05/2007,05:00:00,489,-200,2.8,1260,48,51,0.7,1364,639,61.1,1.0075,14.6
07/05/2007,06:00:00,689,-200,7.5,964,72,89,1.5,1590,880,60.5,0.9847,14.3
07/05/2007,07:00:00,1196,-200,19.8,657,106,214,3.7,2014,1290,56.9,0.9582,14.9
07/05/2007,08:00:00,1266,-200,22.1,621,107,196,4.2,2095,1355,50.2,0.9286,16.4
07/05/2007,09:00:00,1130,-200,15.0,741,127,224,3.4,1824,1148,50.9,0.9211,16.0
07/05/2007,10:00:00,834,-200,9.3,878,114,174,2.4,1582,952,42.8,0.9091,18.6
07/05/2007,11:00:00,536,-200,6.3,1027,101,90,1.3,1405,825,33.7,0.7646,19.7
07/05/2007,12:00:00,545,-200,8.2,989,95,89,1.5,1418,906,27.7,0.6864,21.2
07/05/2007,13:00:00,720,-200,10.9,904,110,132,2.2,1526,1010,28.5,0.6445,19.7
07/05/2007,14:00:00,655,-200,9.3,940,101,114,1.8,1460,950,29.7,0.6780,19.8
07/05/2007,15:00:00,614,-200,8.4,937,106,107,1.9,1481,914,35.6,0.7856,19.2
07/05/2007,16:00:00,725,-200,9.4,869,116,140,2.3,1600,956,60.5,0.9765,14.2
07/05/2007,17:00:00,1036,-200,17.9,691,124,187,3.6,1948,1238,69.1,1.0249,12.9
07/05/2007,18:00:00,1127,-200,17.4,684,133,222,4.3,1911,1222,70.4,1.0294,12.7
07/05/2007,19:00:00,854,-200,10.5,857,96,117,2.2,1642,995,62.7,0.9905,13.9
07/05/2007,20:00:00,792,-200,7.5,940,85,89,1.5,1527,879,62.9,0.9948,13.9
07/05/2007,21:00:00,891,-200,8.0,922,97,130,2,1595,898,65.2,0.9996,13.4
07/05/2007,22:00:00,876,-200,7.7,927,97,133,2,1568,887,64.6,0.9864,13.4
07/05/2007,23:00:00,851,-200,7.3,954,101,144,2.1,1531,869,63.6,0.9677,13.3
08/05/2007,00:00:00,787,-200,6.4,1003,85,99,1.5,1516,829,61.8,0.9433,13.3
08/05/2007,01:00:00,711,-200,5.6,1084,80,102,2.2,1446,791,59.7,0.9271,13.6
08/05/2007,02:00:00,396,-200,1.5,1483,33,27,0.5,1252,546,53.3,0.8807,14.6
08/05/2007,03:00:00,375,-200,1.5,1482,-200,-200,-200,1239,547,51.7,0.8412,14.3
08/05/2007,04:00:00,343,-200,1.2,1544,-200,-200,-200,1202,518,67.5,0.8785,10.9
08/05/2007,05:00:00,401,-200,1.6,1480,-200,-200,-200,1257,557,85.2,0.8808,7.4
08/05/2007,06:00:00,518,-200,2.6,1243,-200,-200,-200,1329,628,81.5,0.9190,8.7
08/05/2007,07:00:00,685,-200,5.9,1028,-200,-200,-200,1479,808,75.6,0.9458,10.3
08/05/2007,08:00:00,939,-200,8.5,857,-200,-200,-200,1589,918,75.0,0.9821,11.0
08/05/2007,09:00:00,974,-200,7.7,884,-200,-200,-200,1588,885,66.1,1.0236,13.6
08/05/2007,10:00:00,959,-200,6.9,910,-200,-200,-200,1575,852,63.1,1.0488,14.7
08/05/2007,11:00:00,1067,-200,10.1,791,-200,-200,-200,1739,982,72.3,1.1361,13.8
08/05/2007,12:00:00,1061,-200,11.1,760,-200,-200,-200,1778,1018,76.8,1.1703,13.3
08/05/2007,13:00:00,1008,-200,9.2,827,-200,-200,-200,1671,949,60.0,1.0937,16.2
08/05/2007,14:00:00,637,-200,4.3,1053,-200,-200,-200,1432,726,55.3,1.0146,16.3
08/05/2007,15:00:00,647,-200,6.5,1003,-200,-200,-200,1489,833,40.4,0.9354,20.0
08/05/2007,16:00:00,523,-200,5.4,1073,-200,-200,-200,1375,786,35.4,0.8099,19.8
08/05/2007,17:00:00,539,-200,7.1,992,-200,-200,-200,1408,863,33.6,0.7670,19.8
08/05/2007,18:00:00,649,-200,9.5,913,-200,-200,-200,1502,961,38.5,0.7763,17.8
08/05/2007,19:00:00,1071,-200,17.0,720,-200,-200,-200,1829,1209,44.6,0.8393,16.7
08/05/2007,20:00:00,1237,-200,15.4,714,-200,-200,-200,1802,1161,51.8,0.8816,15.1
08/05/2007,21:00:00,1018,-200,9.9,835,-200,-200,-200,1603,976,56.2,0.9028,14.1
08/05/2007,22:00:00,966,-200,9.3,858,-200,-200,-200,1573,952,58.3,0.9147,13.8
08/05/2007,23:00:00,901,-200,6.9,979,-200,-200,-200,1457,853,59.7,0.9285,13.7
09/05/2007,00:00:00,949,-200,7.1,952,-200,-200,-200,1519,859,60.3,0.9405,13.7
09/05/2007,01:00:00,1057,-200,9.0,862,-200,-200,-200,1575,938,64.9,0.9506,12.7
09/05/2007,02:00:00,989,-200,8.3,879,-200,-200,-200,1601,913,65.4,0.9529,12.6
09/05/2007,03:00:00,1005,-200,8.7,848,-200,-200,-200,1619,928,68.6,0.9640,12.1
09/05/2007,04:00:00,1003,-200,8.4,856,-200,-200,-200,1605,914,68.0,0.9722,12.3
09/05/2007,05:00:00,1087,-200,8.1,825,-200,-200,-200,1558,902,71.1,0.9899,11.9
09/05/2007,06:00:00,909,-200,5.2,987,-200,-200,-200,1460,774,73.8,0.9848,11.3
09/05/2007,07:00:00,882,-200,4.5,1050,-200,-200,-200,1414,737,62.6,0.9419,13.1
09/05/2007,08:00:00,568,-200,2.6,1266,-200,-200,-200,1303,625,46.8,0.8881,16.8
09/05/2007,09:00:00,620,-200,4.8,1068,-200,-200,-200,1434,752,44.8,0.9104,17.9
09/05/2007,10:00:00,686,-200,4.5,1025,-200,-200,-200,1450,737,49.5,0.9986,17.8
09/05/2007,11:00:00,700,-200,4.9,1008,-200,-200,-200,1476,761,46.4,0.9968,18.8
09/05/2007,12:00:00,780,-200,5.8,940,-200,-200,-200,1502,804,44.0,0.9783,19.3
09/05/2007,13:00:00,558,-200,4.1,1041,-200,-200,-200,1492,718,68.4,1.1405,14.7
09/05/2007,14:00:00,608,-200,4.8,997,-200,-200,-200,1521,755,65.8,1.1577,15.6
09/05/2007,15:00:00,754,-200,7.0,892,-200,-200,-200,1595,859,54.0,1.0826,17.7
09/05/2007,16:00:00,544,-200,4.8,1048,-200,-200,-200,1420,753,46.7,0.9466,17.8
09/05/2007,17:00:00,550,-200,5.4,1011,-200,-200,-200,1446,785,44.4,0.8967,17.8
09/05/2007,18:00:00,627,-200,6.3,972,-200,-200,-200,1465,827,44.3,0.8929,17.8
09/05/2007,19:00:00,877,-200,10.1,850,-200,-200,-200,1614,981,47.8,0.8851,16.4
09/05/2007,20:00:00,981,-200,10.2,833,-200,-200,-200,1625,985,51.6,0.9063,15.6
09/05/2007,21:00:00,832,-200,8.4,889,-200,-200,-200,1570,917,55.0,0.9228,14.9
09/05/2007,22:00:00,941,-200,8.9,866,-200,-200,-200,1606,937,59.8,0.9398,13.8
09/05/2007,23:00:00,1022,-200,8.8,845,-200,-200,-200,1600,933,62.1,0.9721,13.8
10/05/2007,00:00:00,888,-200,6.5,951,-200,-200,-200,1501,835,61.1,0.9656,13.9
10/05/2007,01:00:00,683,-200,3.0,1172,-200,-200,-200,1375,654,57.6,0.9684,14.9
10/05/2007,02:00:00,534,-200,1.8,1361,-200,-200,-200,1344,569,60.1,0.9797,14.4
10/05/2007,03:00:00,489,-200,1.3,1462,-200,-200,-200,1318,531,63.2,0.9952,13.8
10/05/2007,04:00:00,562,-200,1.8,1304,-200,-200,-200,1357,570,62.9,1.0136,14.2
10/05/2007,05:00:00,652,-200,2.6,1213,-200,-200,-200,1385,625,63.8,1.0167,14.0
10/05/2007,06:00:00,1019,-200,9.8,837,-200,-200,-200,1705,970,67.4,1.0292,13.4
10/05/2007,07:00:00,1678,-200,31.5,523,-200,-200,-200,2459,1587,62.3,1.0351,14.7
10/05/2007,08:00:00,1749,-200,35.2,490,-200,-200,-200,2617,1668,57.3,1.0342,16.0
10/05/2007,09:00:00,1494,-200,20.2,633,117,257,4.4,2051,1303,51.1,1.0362,17.8
10/05/2007,10:00:00,1186,-200,13.4,731,107,178,2.5,1808,1096,45.0,1.0379,20.0
10/05/2007,11:00:00,1051,-200,11.7,767,95,145,2.1,1748,1040,44.1,1.0392,20.3
10/05/2007,12:00:00,1027,-200,13.4,735,93,137,2.4,1797,1097,42.4,1.0248,20.7
10/05/2007,13:00:00,981,-200,12.9,751,104,139,2.2,1758,1080,40.6,0.9888,20.8
10/05/2007,14:00:00,976,-200,13.4,753,102,130,2.2,1767,1096,39.7,1.0042,21.5
10/05/2007,15:00:00,932,-200,13.7,800,109,148,2.3,1731,1108,30.1,0.9394,25.0
10/05/2007,16:00:00,871,-200,14.2,810,97,120,2.1,1716,1124,29.7,0.9371,25.2
10/05/2007,17:00:00,990,-200,17.8,749,104,132,2.5,1824,1234,32.0,0.9100,23.4
10/05/2007,18:00:00,1196,-200,22.0,651,124,188,3.6,1961,1352,37.8,0.9298,21.0
10/05/2007,19:00:00,1329,-200,24.4,597,135,204,4,2050,1413,45.7,1.0084,19.2
10/05/2007,20:00:00,1151,-200,16.3,698,122,167,3,1824,1189,50.9,1.0232,17.7
10/05/2007,21:00:00,1031,-200,12.4,775,109,128,2.1,1703,1063,53.6,1.0167,16.8
10/05/2007,22:00:00,917,-200,9.6,842,95,106,1.7,1621,963,56.2,1.0033,15.8
10/05/2007,23:00:00,860,-200,6.4,986,86,88,1.1,1521,830,56.5,1.0166,16.0
11/05/2007,00:00:00,910,-200,6.0,961,78,77,0.9,1518,812,64.1,1.0346,14.2
11/05/2007,01:00:00,699,-200,2.8,1187,53,36,0.4,1362,637,59.8,1.0142,15.0
11/05/2007,02:00:00,596,-200,1.6,1366,43,28,0.2,1317,549,61.9,1.0031,14.3
11/05/2007,03:00:00,643,-200,1.6,1327,-200,-200,0.2,1320,555,66.0,0.9690,12.8
11/05/2007,04:00:00,704,-200,1.8,1305,53,46,-200,1335,571,70.5,0.9484,11.4
11/05/2007,05:00:00,741,-200,3.6,1135,48,55,0.6,1405,686,68.0,0.9547,12.0
11/05/2007,06:00:00,968,-200,8.4,882,64,135,1.4,1606,917,70.4,0.9443,11.3
11/05/2007,07:00:00,1561,-200,27.5,555,95,327,4.6,2301,1491,65.6,0.9620,12.7
11/05/2007,08:00:00,1779,-200,31.0,508,120,383,5.5,2423,1575,59.8,0.9795,14.5
11/05/2007,09:00:00,1822,-200,26.0,554,153,366,4.8,2182,1455,49.8,0.9877,17.5
11/05/2007,10:00:00,1675,-200,22.6,605,163,322,4.5,2032,1368,35.2,0.9128,21.9
11/05/2007,11:00:00,1295,-200,18.3,712,119,188,3,1891,1248,29.5,0.8435,23.5
11/05/2007,12:00:00,1091,-200,13.9,776,96,144,2.5,1735,1115,29.8,0.8926,24.3
11/05/2007,13:00:00,1023,-200,14.4,765,94,132,2.3,1728,1129,31.7,0.9212,23.8
11/05/2007,14:00:00,877,-200,11.6,826,86,117,2,1643,1035,31.2,0.9257,24.2
11/05/2007,15:00:00,931,-200,12.2,824,91,121,1.9,1664,1058,27.2,0.9282,26.5
11/05/2007,16:00:00,913,-200,12.4,832,97,124,1.9,1675,1064,28.4,0.9248,25.7
11/05/2007,17:00:00,1255,-200,21.1,674,125,188,3.5,1923,1326,27.5,0.9306,26.3
11/05/2007,18:00:00,1571,-200,29.9,573,140,226,4.6,2233,1549,31.6,0.9545,24.4
11/05/2007,19:00:00,1779,-200,34.3,528,158,266,6.3,2345,1649,35.3,0.9845,23.1
11/05/2007,20:00:00,1735,-200,26.1,568,159,269,5,2120,1458,40.2,0.9970,21.1
11/05/2007,21:00:00,1511,-200,18.1,632,128,183,3.3,1941,1243,52.3,1.1516,19.2
11/05/2007,22:00:00,1424,-200,14.2,673,114,167,2.7,1840,1122,58.7,1.2072,18.1
11/05/2007,23:00:00,1348,-200,12.4,706,100,138,2.2,1766,1064,58.8,1.1494,17.3
12/05/2007,00:00:00,1174,-200,8.7,805,88,105,1.7,1619,926,58.8,1.1250,16.9
12/05/2007,01:00:00,947,-200,5.2,964,67,54,0.8,1518,771,57.6,1.1484,17.6
12/05/2007,02:00:00,935,-200,4.6,967,65,58,0.8,1511,744,63.9,1.1287,15.6
12/05/2007,03:00:00,838,-200,3.1,1089,-200,-200,0.6,1468,661,65.7,1.1073,14.9
12/05/2007,04:00:00,768,-200,2.7,1132,47,37,-200,1403,632,62.2,1.0961,15.6
12/05/2007,05:00:00,881,-200,4.7,996,57,84,0.8,1517,749,68.3,1.0884,14.0
12/05/2007,06:00:00,1096,-200,9.6,800,73,134,1.5,1705,964,65.7,1.0804,14.5
12/05/2007,07:00:00,1495,-200,23.6,560,95,279,4.1,2163,1393,62.2,1.0875,15.5
12/05/2007,08:00:00,1895,-200,37.4,452,110,333,5.9,2667,1716,56.8,1.0909,17.0
12/05/2007,09:00:00,1758,-200,26.6,525,121,336,5.1,2281,1469,52.4,1.1285,18.8
12/05/2007,10:00:00,1630,-200,22.0,568,108,280,3.9,2140,1350,51.9,1.1796,19.7
12/05/2007,11:00:00,1530,-200,17.9,627,125,275,3.4,1964,1236,44.6,1.0872,20.9
12/05/2007,12:00:00,1622,-200,22.7,576,117,207,3.3,2138,1371,43.3,1.1265,21.9
12/05/2007,13:00:00,1828,-200,29.3,496,131,305,5.1,2413,1534,55.7,1.3205,20.4
12/05/2007,14:00:00,1323,-200,14.7,658,126,236,3.1,1894,1139,67.0,1.3250,17.4
12/05/2007,15:00:00,1188,-200,12.6,713,114,183,2.5,1797,1072,64.0,1.2413,17.1
12/05/2007,16:00:00,1166,-200,12.7,724,123,162,2.4,1806,1074,61.1,1.1957,17.3
12/05/2007,17:00:00,1108,-200,13.0,727,116,157,2.8,1797,1084,56.3,1.1300,17.7
12/05/2007,18:00:00,995,-200,13.4,748,107,136,2.9,1709,1097,48.6,0.9559,17.4
12/05/2007,19:00:00,1108,-200,14.8,740,123,166,3.4,1767,1143,43.7,0.8698,17.6
12/05/2007,20:00:00,956,-200,9.4,846,112,136,2.2,1570,954,47.2,0.8920,16.7
12/05/2007,21:00:00,817,-200,6.9,959,101,112,1.6,1452,851,45.6,0.8636,16.8
12/05/2007,22:00:00,658,-200,5.2,1026,91,87,1.3,1425,773,52.0,0.9460,16.1
12/05/2007,23:00:00,658,-200,5.7,989,88,86,1.3,1462,800,57.1,0.9960,15.5
13/05/2007,00:00:00,748,-200,6.5,949,96,98,1.6,1455,836,50.2,0.9156,16.2
13/05/2007,01:00:00,569,-200,4.7,1045,75,62,1.2,1405,747,50.5,0.9380,16.4
13/05/2007,02:00:00,445,-200,2.5,1201,47,32,0.6,1316,620,52.8,0.9626,16.2
13/05/2007,03:00:00,379,-200,1.4,1412,-200,-200,0.4,1272,538,53.7,0.9723,16.0
13/05/2007,04:00:00,354,-200,1.0,1554,25,21,-200,1252,501,53.0,0.9672,16.2
13/05/2007,05:00:00,407,-200,1.7,1409,49,41,0.4,1317,560,53.7,0.9799,16.2
13/05/2007,06:00:00,611,-200,4.5,1069,85,86,1,1459,736,55.3,0.9910,15.9
13/05/2007,07:00:00,944,-200,9.4,815,106,174,2,1652,957,55.6,1.0151,16.2
13/05/2007,08:00:00,1328,-200,17.9,645,136,264,3.6,1984,1237,59.3,1.0711,16.0
13/05/2007,09:00:00,1085,-200,10.6,783,119,211,2.4,1663,1000,55.6,1.0420,16.6
13/05/2007,10:00:00,1139,-200,11.0,774,122,208,2.4,1714,1014,51.8,1.0220,17.4
13/05/2007,11:00:00,799,-200,7.2,907,90,139,1.6,1554,866,49.7,0.9944,17.6
13/05/2007,12:00:00,804,-200,8.7,846,97,138,1.9,1608,927,52.8,1.0236,17.2
13/05/2007,13:00:00,930,-200,11.1,789,98,142,2.4,1736,1016,49.6,1.0268,18.2
13/05/2007,14:00:00,771,-200,7.9,891,93,131,1.7,1576,894,45.0,1.0114,19.5
13/05/2007,15:00:00,845,-200,9.8,818,98,132,2.1,1626,970,45.5,1.0189,19.5
13/05/2007,16:00:00,1192,-200,16.4,691,123,178,3.1,1910,1191,44.3,1.0104,19.8
13/05/2007,17:00:00,1494,-200,22.6,605,148,228,4.6,2092,1368,43.1,1.0114,20.3
13/05/2007,18:00:00,1457,-200,20.2,636,148,232,4.5,2036,1303,44.4,1.0457,20.3
13/05/2007,19:00:00,1489,-200,21.7,612,133,204,3.9,2076,1342,47.9,1.0920,19.8
13/05/2007,20:00:00,1602,-200,21.2,594,141,250,4.6,2102,1329,52.3,1.1486,19.1
13/05/2007,21:00:00,1468,-200,15.9,656,131,208,3.3,1891,1176,54.7,1.1336,18.2
13/05/2007,22:00:00,1274,-200,12.0,746,121,158,2.7,1733,1049,55.0,1.1097,17.8
13/05/2007,23:00:00,1401,-200,17.4,648,123,197,3.3,1946,1221,56.4,1.1175,17.5
14/05/2007,00:00:00,1354,-200,15.0,654,107,152,2.5,1873,1150,57.8,1.1298,17.3
14/05/2007,01:00:00,1188,-200,11.1,740,104,112,2.1,1690,1017,57.5,1.0912,16.8
14/05/2007,02:00:00,975,-200,6.9,883,91,75,1.3,1538,853,57.0,1.0484,16.3
14/05/2007,03:00:00,816,-200,5.1,978,-200,-200,1,1463,769,56.3,1.0262,16.2
14/05/2007,04:00:00,921,-200,6.1,908,87,74,-200,1512,814,59.9,1.0498,15.5
14/05/2007,05:00:00,1012,-200,6.5,894,102,116,1.2,1524,833,58.3,1.0481,16.0
